Index,LM_ID,MAIN_CLASS,SUB_CLASS,EXACT_MASS,FORMULA,SMILES,NAME,rotatablePercent,oxygenNumber,doublebondNumber,OHBondNumber,doublebondNumberCanBreak,DoubleBondInChain,isSugar
81,LMST01010186,Sterols [ST01],Cholesterol and derivatives [ST0101],480.308705,C27H44O7,CC(C)(O)CCC[C@@](O)(CO)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,"22-deoxy-20,21-dihydroxyecdysone",0.16216216216216217,7,1,5,0,No,No
82,LMST01010187,Sterols [ST01],Cholesterol and derivatives [ST0101],448.318875,C27H44O5,CC(C)CC[C@@H](O)[C@@H](C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,25-deoxyecdysone,0.14285714285714285,5,1,4,0,No,No
83,LMST01010188,Sterols [ST01],Cholesterol and derivatives [ST0101],586.290688,C29H47O10P,CC(=O)O[C@@H]1C[C@H]2C(=O)C=C3[C@H](CC[C@]4(C)[C@@H]([C@H](C)[C@H](O)CCC(C)(C)O)CC[C@@]34O)[C@@]2(C)C[C@@H]1OP(=O)(O)O,3-O-acetylecdysone 2-phosphate,0.18604651162790697,10,1,3,0,No,No
84,LMST01010189,Sterols [ST01],Cholesterol and derivatives [ST0101],444.360345,C29H48O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@@](C)(C(=O)O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,3beta-hydroxy-4alpha-methyl-5alpha-cholest-7-ene-4beta-carboxylic acid,0.17142857142857143,3,1,1,0,No,No
85,LMST01010191,Sterols [ST01],Cholesterol and derivatives [ST0101],506.324355,C29H46O7,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](C1)C(=O)C=C1[C@@H]2CC[C@]2(C)[C@@H]([C@@](C)(O)[C@H](O)CCC(C)(C)O)CC[C@@]12O,2-deoxy-20-hydroxy-5alpha-ecdysone 3-acetate,0.15384615384615385,7,1,4,0,No,No
86,LMST01010192,Sterols [ST01],Cholesterol and derivatives [ST0101],626.366615,C33H54O11,C[C@H]([C@H](O)CCC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,ecdysone 25-O-D-glucopyranoside,0.16666666666666666,11,1,8,0,No,Yes
87,LMST01010193,Sterols [ST01],Cholesterol and derivatives [ST0101],462.29814,C27H42O6,CC1(C)CCC([C@](C)(O)[C@H]2CC[C@@]3(O)C4=CC(=O)[C@@H]5C[C@@H](O)[C@@H](O)C[C@]5(C)[C@H]4CC[C@]23C)O1,shidasterone,0.05405405405405406,6,1,4,0,No,No
88,LMST01010194,Sterols [ST01],Cholesterol and derivatives [ST0101],480.308705,C27H44O7,C[C@@H](CO)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,inokosterone,0.16216216216216217,7,1,6,0,No,No
89,LMST01010195,Sterols [ST01],Cholesterol and derivatives [ST0101],464.31379,C27H44O6,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,ponasterone A,0.1388888888888889,6,1,5,0,No,No
90,LMST01010197,Sterols [ST01],Cholesterol and derivatives [ST0101],400.370515,C28H48O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,4alpha-methylcholest-8-en-3beta-ol,0.15625,1,1,1,0,No,No
91,LMST01010198,Sterols [ST01],Cholesterol and derivatives [ST0101],496.30362,C27H44O8,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,polypodine B,0.13157894736842105,8,1,7,0,No,No
92,LMST01010200,Sterols [ST01],Cholesterol and derivatives [ST0101],418.344695,C27H46O3,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"(20R,22R)-20,22-dihydroxycholesterol",0.15151515151515152,3,1,3,0,No,No
93,LMST01010201,Sterols [ST01],Cholesterol and derivatives [ST0101],402.34978,C27H46O2,CC(C)CCC[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,20S-hydroxycholesterol,0.15625,2,1,2,0,No,No
94,LMST01010202,Sterols [ST01],Cholesterol and derivatives [ST0101],398.354865,C28H46O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,4alpha-methylzymosterol,0.125,1,2,1,1,Yes,No
95,LMST01010203,Sterols [ST01],Cholesterol and derivatives [ST0101],430.38108,C29H50O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@@](C)(CO)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,4beta-(hydroxymethyl)-4alpha-methyl-5alpha-cholest-7-en-3beta-ol,0.17647058823529413,2,1,1,0,No,No
96,LMST01010204,Sterols [ST01],Cholesterol and derivatives [ST0101],428.36543,C29H48O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde,0.17647058823529413,2,1,1,0,No,No
97,LMST01010206,Sterols [ST01],Cholesterol and derivatives [ST0101],384.339215,C27H44O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"5alpha-cholesta-7,24-dien-3beta-ol",0.12903225806451613,1,2,1,1,Yes,No
98,LMST01010207,Sterols [ST01],Cholesterol and derivatives [ST0101],414.386165,C29H50O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",0.15151515151515152,1,1,1,0,No,No
99,LMST01010208,Sterols [ST01],Cholesterol and derivatives [ST0101],398.354865,C28H46O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Lophenone,0.15625,1,1,0,0,No,No
100,LMST01010209,Sterols [ST01],Cholesterol and derivatives [ST0101],480.308705,C27H44O7,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,20-hydroxyecdysone,0.13513513513513514,7,1,6,0,No,No
101,LMST01010210,Sterols [ST01],Cholesterol and derivatives [ST0101],464.31379,C27H44O6,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,Ecdysone,0.1388888888888889,6,1,5,0,No,No
102,LMST01010211,Sterols [ST01],Cholesterol and derivatives [ST0101],402.34978,C27H46O2,CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,20a-hydroxy cholesterol,0.15625,2,1,2,0,No,No
103,LMST01010212,Sterols [ST01],Cholesterol and derivatives [ST0101],387.350114,C26H45NO,C[C@H](CCCN(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,25-Azacholesterol,0.16129032258064516,1,1,1,0,No,No
106,LMST01010222,Sterols [ST01],Cholesterol and derivatives [ST0101],440.36543,C30H48O2,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C=O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,32-oxolanosterol,0.14285714285714285,2,2,1,1,Yes,No
107,LMST01010223,Sterols [ST01],Cholesterol and derivatives [ST0101],442.38108,C30H50O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C=O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,,0.17142857142857143,2,1,1,0,No,No
108,LMST01010224,Sterols [ST01],Cholesterol and derivatives [ST0101],444.39673,C30H52O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,,0.17142857142857143,2,1,1,0,No,No
109,LMST01010225,Sterols [ST01],Cholesterol and derivatives [ST0101],414.386165,C29H50O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,"4,4-Dimethylcholest-8-enol",0.15151515151515152,1,1,1,0,No,No
110,LMST01010226,Sterols [ST01],Cholesterol and derivatives [ST0101],412.33413,C28H44O2,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C=O)[C@@H]1CC3,,0.15151515151515152,2,2,1,1,Yes,No
111,LMST01010227,Sterols [ST01],Cholesterol and derivatives [ST0101],444.360345,C29H48O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@@H]1CC3,,0.17142857142857143,3,1,1,0,No,No
112,LMST01010228,Sterols [ST01],Cholesterol and derivatives [ST0101],430.344695,C28H46O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)O)[C@@H]1CC3,,0.17647058823529413,3,1,2,0,No,No
113,LMST01010229,Sterols [ST01],Cholesterol and derivatives [ST0101],426.34978,C29H46O2,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]1CC3,,0.14705882352941177,2,2,1,1,Yes,No
114,LMST01010230,Sterols [ST01],Cholesterol and derivatives [ST0101],428.36543,C29H48O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]1CC3,,0.17647058823529413,2,1,1,0,No,No
115,LMST01010231,Sterols [ST01],Cholesterol and derivatives [ST0101],414.34978,C28H46O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C=O)[C@@H]1CC3,,0.18181818181818182,2,1,1,0,No,No
116,LMST01010232,Sterols [ST01],Cholesterol and derivatives [ST0101],428.36543,C29H48O2,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3,,0.14705882352941177,2,2,1,1,Yes,No
117,LMST01010233,Sterols [ST01],Cholesterol and derivatives [ST0101],430.38108,C29H50O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3,,0.17647058823529413,2,1,1,0,No,No
118,LMST01010234,Sterols [ST01],Cholesterol and derivatives [ST0101],414.34978,C28H46O2,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](CO)[C@@H]1CC3,,0.15151515151515152,2,2,2,1,Yes,No
119,LMST01010235,Sterols [ST01],Cholesterol and derivatives [ST0101],416.36543,C28H48O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](CO)[C@@H]1CC3,,0.18181818181818182,2,1,2,0,No,No
120,LMST01010236,Sterols [ST01],Cholesterol and derivatives [ST0101],398.354865,C28H46O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1CC3,,0.15625,1,1,0,0,No,No
121,LMST01010237,Sterols [ST01],Cholesterol and derivatives [ST0101],396.339215,C28H44O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1CC3,3-keto-4alpha-methyl-zymosterol,0.125,1,2,0,1,Yes,No
122,LMST01010239,Sterols [ST01],Cholesterol and derivatives [ST0101],384.339215,C27H44O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)C[C@@H]1CC3,,0.16129032258064516,1,1,0,0,No,No
123,LMST01010242,Sterols [ST01],Cholesterol and derivatives [ST0101],384.339215,C27H44O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=CC3,8-Dehydrocholesterol,0.16129032258064516,1,2,1,0,No,No
124,LMST01010243,Sterols [ST01],Cholesterol and derivatives [ST0101],370.35995,C27H46,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CCCC[C@]4(C)[C@H]3CC[C@@]21C,,0.16666666666666666,0,1,0,0,No,No
125,LMST01010245,Sterols [ST01],Cholesterol and derivatives [ST0101],428.36543,C29H48O2,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,Cholesteryl acetate,0.17647058823529413,2,1,0,0,No,No
126,LMST01010247,Sterols [ST01],Cholesterol and derivatives [ST0101],384.339215,C27H44O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C,Lumisterol 3,0.16129032258064516,1,2,1,0,No,No
127,LMST01010248,Sterols [ST01],Cholesterol and derivatives [ST0101],384.339215,C27H44O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3-ketocholesterol,0.16129032258064516,1,1,0,0,No,No
128,LMST01010249,Sterols [ST01],Cholesterol and derivatives [ST0101],416.329045,C27H44O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@@]3(O)CC[C@@]21C,,0.14705882352941177,3,1,2,0,No,No
129,LMST01010250,Sterols [ST01],Cholesterol and derivatives [ST0101],432.32396,C27H44O4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H](O)[C@@]45C[C@@H](O)CC[C@]4(C)[C@]3(CC[C@@]21C)OO5,,0.14285714285714285,4,1,2,0,No,No
130,LMST01010251,Sterols [ST01],Cholesterol and derivatives [ST0101],432.32396,C27H44O4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H](O)[C@@]45C[C@@H](O)CC[C@]4(C)[C@]3(CC[C@@]21C)OO5,,0.14285714285714285,4,1,2,0,No,No
131,LMST01010252,Sterols [ST01],Cholesterol and derivatives [ST0101],430.30831,C27H42O4,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]23O[C@@]24C=C[C@@]25C[C@@H](O)CC[C@]2(C)[C@]4(CC[C@]13C)OO5,,0.1388888888888889,4,1,1,0,No,No
132,LMST01010253,Sterols [ST01],Cholesterol and derivatives [ST0101],400.33413,C27H44O2,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3C=C[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.15625,2,2,2,0,No,No
133,LMST01010254,Sterols [ST01],Cholesterol and derivatives [ST0101],382.323565,C27H42O,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3C=CC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.16129032258064516,1,3,1,0,No,No
134,LMST01010255,Sterols [ST01],Cholesterol and derivatives [ST0101],416.329045,C27H44O3,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3[C@H](O)[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@@]21C,,0.14705882352941177,3,1,2,0,No,No
135,LMST01010256,Sterols [ST01],Cholesterol and derivatives [ST0101],416.329045,C27H44O3,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@]12O[C@H]2[C@@H]3O,,0.14705882352941177,3,1,2,0,No,No
136,LMST01010257,Sterols [ST01],Cholesterol and derivatives [ST0101],414.313395,C27H42O3,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3C=C[C@@]45C[C@@H](O)CC[C@]4(C)[C@]3(CC[C@@]21C)OO5,,0.14705882352941177,3,2,1,0,No,No
137,LMST01010258,Sterols [ST01],Cholesterol and derivatives [ST0101],432.32396,C27H44O4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC(=O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C,,0.14705882352941177,4,1,3,0,No,No
138,LMST01010259,Sterols [ST01],Cholesterol and derivatives [ST0101],414.313395,C27H42O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC(=O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)C3=CC[C@@]21C,,0.15151515151515152,3,2,2,0,No,No
139,LMST01010260,Sterols [ST01],Cholesterol and derivatives [ST0101],416.329045,C27H44O3,CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2C3=CC(=O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DHCEO,0.15151515151515152,3,1,2,0,No,No
140,LMST01010261,Sterols [ST01],Cholesterol and derivatives [ST0101],430.30831,C27H42O4,CC(C)CCC[C@@H](C)[C@H]1CC=C2C3=CC(=O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C,,0.14705882352941177,4,2,3,0,No,No
141,LMST01010262,Sterols [ST01],Cholesterol and derivatives [ST0101],434.33961,C27H46O4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C,,0.14705882352941177,4,1,4,0,No,No
142,LMST01010263,Sterols [ST01],Cholesterol and derivatives [ST0101],434.33961,C27H46O4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C,,0.14705882352941177,4,1,4,0,No,No
143,LMST01010267,Sterols [ST01],Cholesterol and derivatives [ST0101],402.34978,C27H46O2,CC(C)CCC[C@@H](C)[C@H]1C[C@H](O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,15alpha-hydroxycholestene,0.15625,2,1,2,0,No,No
144,LMST01010268,Sterols [ST01],Cholesterol and derivatives [ST0101],402.34978,C27H46O2,CC(C)CCC[C@@H](C)[C@H]1C[C@@H](O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,15beta-hydroxycholestene ,0.15625,2,1,2,0,No,No
145,LMST01010269,Sterols [ST01],Cholesterol and derivatives [ST0101],400.33413,C27H44O2,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,15-ketocholestene,0.15625,2,1,1,0,No,No
146,LMST01010271,Sterols [ST01],Cholesterol and derivatives [ST0101],400.33413,C27H44O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3-oxo-7alpha-hydroxycholesterol ,0.15625,2,1,1,0,No,No
147,LMST01010272,Sterols [ST01],Cholesterol and derivatives [ST0101],398.31848,C27H42O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,7-oxo-cholestenone ,0.15625,2,1,0,0,No,No
148,LMST01010274,Sterols [ST01],Cholesterol and derivatives [ST0101],402.34978,C27H46O2,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(CO)[C@H]3CC[C@@]21C,19-hydroxycholesterol,0.1875,2,1,1,0,No,No
149,LMST01010277,Sterols [ST01],Cholesterol and derivatives [ST0101],412.370515,C29H48O,CC(C)CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,"4,4-dimethylcholesta-8,11-dienol",0.15151515151515152,1,2,1,0,No,No
150,LMST01010278,Sterols [ST01],Cholesterol and derivatives [ST0101],418.344695,C27H46O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C=C[C@@]4(OO)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Cholesterol-5alpha-hydroperoxide,0.18181818181818182,3,1,1,0,No,No
151,LMST01010279,Sterols [ST01],Cholesterol and derivatives [ST0101],418.344695,C27H46O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OO)C4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Cholesterol-6alpha-hydroperoxide,0.18181818181818182,3,1,1,0,No,No
152,LMST01010280,Sterols [ST01],Cholesterol and derivatives [ST0101],418.344695,C27H46O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](OO)C4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Cholesterol-6beta-hydroperoxide,0.18181818181818182,3,1,1,0,No,No
153,LMST01010281,Sterols [ST01],Cholesterol and derivatives [ST0101],400.370515,C28H48O,CO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,,0.1875,1,1,0,0,No,No
154,LMST01010282,Sterols [ST01],Cholesterol and derivatives [ST0101],398.354865,C28H46O,C=C(CCC(C)C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,22-methylenecholesterol,0.15625,1,2,1,1,Yes,No
155,LMST01010283,Sterols [ST01],Cholesterol and derivatives [ST0101],446.303225,C27H42O5,CC(C)CC[C@H](O)[C@](C)(O)[C@H]1CC[C@H]2C3=CC(=O)C4=C[C@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,Pinnasterol,0.14285714285714285,5,2,4,0,No,No
156,LMST01010284,Sterols [ST01],Cholesterol and derivatives [ST0101],400.33413,C27H44O2,C=CC(O)(C(C)C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.125,2,2,2,1,Yes,No
157,LMST01010285,Sterols [ST01],Cholesterol and derivatives [ST0101],426.34978,C29H46O2,C=CO/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,,0.17647058823529413,2,3,1,2,Yes,No
158,LMST01010286,Sterols [ST01],Cholesterol and derivatives [ST0101],384.339215,C27H44O,CC(C)CC1CC1(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Cystosterol,0.09375,1,1,1,0,No,No
159,LMST01010287,Sterols [ST01],Cholesterol and derivatives [ST0101],356.307915,C25H40O,CC/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"26,27-bisnor-22-dehydro-cholesterol",0.10344827586206896,1,2,1,1,Yes,No
160,LMST01010288,Sterols [ST01],Cholesterol and derivatives [ST0101],354.292265,C25H38O,CC#CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.06896551724137931,1,1,1,0,No,No
161,LMST01010289,Sterols [ST01],Cholesterol and derivatives [ST0101],382.323565,C27H42O,CC(C)C#CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.06451612903225806,1,1,1,0,No,No
162,LMST01010290,Sterols [ST01],Cholesterol and derivatives [ST0101],386.354865,C27H46O,CC(C)CCC[C@@H](C)[C@H]1C=C[C@H]2[C@@H]3CC[C@H]4[C@@H](CO)CC[C@]4(C)[C@H]3CC[C@]12C,15-dehydro-A-norcholestanol,0.1935483870967742,1,1,1,0,No,No
163,LMST01010293,Sterols [ST01],Cholesterol and derivatives [ST0101],490.32944,C29H46O6,CC(=O)O[C@H]1C=C2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)C[C@H]3O[C@@]23[C@@]2(CO)CC[C@H](O)C[C@]12O,,0.1794871794871795,6,1,2,0,No,No
164,LMST01010294,Sterols [ST01],Cholesterol and derivatives [ST0101],420.360345,C27H48O3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/CO)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3O)CC[C@@]21C,Hipposterol,0.21875,3,1,3,1,Yes,No
165,LMST01010295,Sterols [ST01],Cholesterol and derivatives [ST0101],378.292265,C27H38O,CC(C)C/C=C/[C@@H](C)[C@H]1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.12903225806451613,1,4,0,1,Yes,No
166,LMST01010296,Sterols [ST01],Cholesterol and derivatives [ST0101],456.360345,C30H48O3,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C(=O)O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,Penasterol,0.1388888888888889,3,2,1,1,Yes,No
167,LMST01010299,Sterols [ST01],Cholesterol and derivatives [ST0101],398.31848,C27H42O2,C=C(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,24-keto-25dehydrocholesterol,0.15625,2,2,1,1,Yes,No
