Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score,IsStandard,LMID_Location,From,Average Area,Std Area,MainName,MainIndex,SubName,SubIndex,Name,SYNONYMS,SMILES,Mass,KEGG_ID,HMDB_ID,Chain
14600.0,1.0,LMST01031048,414.37231,414.37302,8.351,8.37,1.0,215.4279,217.2845307,0.938,4321248.375,362923.0721,"365.32026,383.33082","365.32026,383.33082","365.32026,383.33082","365.32026,383.33082",0.444,1.0,0.75,0.75,240068.7,187856.0,260549.9,220139.9,0.7528,0.9752,0.8752,0.8752,0.87,-1,LMST01031048_14-15_0_0_ring,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,"27-nor-ergosta-5,22E-dien-3beta-ol",CC[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.339215,,,False
16973.0,1.0,LMST01040131,442.40552,442.404318,8.562,8.15,1.0,227.8856,227.2757223,1.0,2158404.8125,239322.6421,400.35737,400.35737,400.35737,400.35737,0.75,0.667,1.0,0.8,609890.1,511357.4,622085.4,530637.7,0.9,0.8668,1.0,0.92,0.922,-1,LMST01040131_2-27_0_0_chain,B,,,Sterols,ST01,Stigmasterols and C24-ethyl derivatives,ST0104,,,CCC(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)=C(C)C,412.370515,,,True
16805.0,1.0,LMST01040155,440.38766,440.388669,8.22,9.45,0.7465361165620978,228.4279,228.1639004,1.0,511488.4844,59238.5257,-1,391.335909,-1,409.346469,0.0,0.2,0.0,0.5,,49136.67,,48831.12,-1.0,0.6293072233124196,-1.0,0.7493072233124196,0.689,-1,LMST01040155_11-12_0_0_ring,B,,,Sterols,ST01,Stigmasterols and C24-ethyl derivatives,ST0104,5-Dehydro-avenasterol,,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,410.354865,,HMDB06852,False
17811.0,1.0,LMST01050007,456.41919,456.419967,10.306,9.09,0.7558100339930813,231.2493,229.6344429,1.0,2277983.584,1529115.4493,414.37302,-1,-2,"396.36246,414.37302",0.167,0.0,0.0,0.3,547882.8,,,490063.9,0.6179620067986162,-1.0,-1.0,0.6711620067986163,0.645,-1,LMST01050007_2-3_0_0_chain,B,,,Sterols,ST01,C24-propyl sterols and derivatives,ST0105,29-methylisofucosterol,,CC/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,426.386165,,,True
17811.0,1.0,LMST01050021,456.41919,456.419967,10.306,9.09,0.7558100339930813,231.2493,229.6344429,1.0,2277983.584,1529115.4493,414.37302,-1,-2,"396.36246,414.37302",0.167,0.0,0.0,0.3,547882.8,,,490063.9,0.6179620067986162,-1.0,-1.0,0.6711620067986163,0.645,-1,LMST01050021_2-3_0_0_chain,B,,,Sterols,ST01,C24-propyl sterols and derivatives,ST0105,24E-propylidenecholesterol,,CC/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,426.386165,,,True
16058.0,1.0,LMST01060005,428.39066,428.388669,8.682,9.15,1.0,219.0246,217.7236514,1.0,261803.25,58887.8789,397.346469,-1,397.346469,397.346469,0.667,0.0,0.25,0.333,42318.17,,57417.18,44052.88,0.8668,-1.0,0.7000000000000001,0.7332000000000001,0.767,-1,LMST01060005_11-12_0_0_ring,B,,,Sterols,ST01,Gorgosterols and derivatives,ST0106,,,C/C(=C\C(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)CC(C)C,398.354865,,,False
16805.0,1.0,LMST01110004,440.38766,440.388669,8.22,8.23,1.0,228.4279,226.1658859,0.87,511488.4844,59238.5257,-1,391.335909,-1,409.346469,0.0,0.2,0.0,0.5,,49136.67,,48831.12,-1.0,0.6280000000000001,-1.0,0.748,0.688,-1,LMST01110004_1-2_0_0_ring,B,,,Sterols,ST01,Calysterols and cyclopropyl sidechain derivatives,ST0111,(23R)-isocalysterol,,CC1=C(C(C)C)[C@@H]1C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,410.354865,,,False
14390.0,1.0,LMST01110014,412.35516,412.35737,8.462,8.5,1.0,215.2404,217.9299147,0.762,493684.2734,80251.3267,363.30461,381.31517,"363.30461,381.31517",-1.0,1.0,0.333,0.667,0.0,97750.9,86595.63,129083.4,,0.9048,0.6380000000000001,0.7716000000000001,-1.0,0.771,-1,LMST01110014_14-15_0_0_ring,B,,,Sterols,ST01,Calysterols and cyclopropyl sidechain derivatives,ST0111,Glaucasterol,"22-dehydro-24,26-cyclocholesterol",C[C@H]1C[C@@H]1/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,382.323565,,,False
8959.0,1.0,LMST02020028,332.25845,332.258389,1.664,1.0,1.0,183.4768,182.0471039,0.97,130560.6367,28462.1523,301.21618900000004,301.21618900000004,-1.0,-1.0,0.167,0.125,0.0,0.0,30847.87,19644.58,,,0.6548,0.638,-1.0,-1.0,0.646,-1,LMST02020028_1-2_0_0_ring,B,,,Steroids,ST02,C19 steroids (androgens) and derivatives,ST0202,Methenolone,Metenolone,CC1=CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,302.22458,,HMDB0041928,False
8959.0,1.0,LMST02020029,332.25845,332.258389,1.664,1.0,1.0,183.4768,185.0664752,0.936,130560.6367,28462.1523,301.21618900000004,301.21618900000004,-1.0,-1.0,0.167,0.125,0.0,0.0,30847.87,19644.58,,,0.6412000000000001,0.6244000000000001,-1.0,-1.0,0.633,-1,LMST02020029_9-10_0_0_ring,B,,,Steroids,ST02,C19 steroids (androgens) and derivatives,ST0202,17-Methyltestosterone,,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,302.22458,C07198,HMDB0015655,False
8959.0,1.0,LMST02020044,332.25845,332.258389,1.664,1.0,1.0,183.4768,183.9785556,1.0,130560.6367,28462.1523,301.21618900000004,301.21618900000004,-1.0,-1.0,0.167,0.125,0.0,0.0,30847.87,19644.58,,,0.6668000000000001,0.65,-1.0,-1.0,0.658,-1,LMST02020044_1-2_0_0_ring,B,,,Steroids,ST02,C19 steroids (androgens) and derivatives,ST0202,Stenbolone,,CC1=C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O,302.22458,C14490,,False
17226.0,1.0,LMST03020258,446.36459,446.362848,7.575,8.38,0.9480127319693048,221.0984,222.737699,0.993,242924.3789,76067.0127,414.33664,414.33664,414.33664,414.33664,0.25,0.5,0.4,0.333,59106.95,55151.29,76560.95,47248.47,0.686802546393861,0.7868025463938609,0.746802546393861,0.720002546393861,0.735,-1,LMST03020258_0-1_0_0_chain,B,,,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,"1alpha,25-dihydroxyvitamin D3 / 1alpha,25-dihydroxycholecalciferol / calcitriol",,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,416.329045,C01673,HMDB0001903,True
17226.0,1.0,LMST03020259,446.36459,446.362848,7.575,8.19,1.0,221.0984,222.737699,0.993,242924.3789,76067.0127,414.33664,414.33664,414.33664,414.33664,0.25,0.5,0.4,0.333,59106.95,55151.29,76560.95,47248.47,0.6972,0.7972,0.7572000000000001,0.7304,0.746,-1,LMST03020259_0-1_0_0_chain,B,,,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,"1alpha,25-dihydroxy-3-epivitamin D3 / 1alpha,25-dihydroxy-3-epicholecalciferol",,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@H](O)C[C@@H]1O,416.329045,,,True
17226.0,1.0,LMST03020265,446.36459,446.362848,7.575,8.36,0.9572858724927404,221.0984,222.737699,0.993,242924.3789,76067.0127,414.33664,414.33664,414.33664,414.33664,0.25,0.5,0.4,0.333,59106.95,55151.29,76560.95,47248.47,0.6886571744985481,0.7886571744985481,0.7486571744985481,0.721857174498548,0.737,-1,LMST03020265_0-1_0_0_chain,B,,,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,"(5E)-1alpha,25-dihydroxyvitamin D3 / (5E)-1alpha,25-dihydroxycholecalciferol",,C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,416.329045,,,True
16049.0,1.0,LMST03020334,428.38739,428.388669,8.392,9.76,0.6796110182373971,224.596,224.221775,1.0,1237726.125,182066.1097,-1,-1,304.29986,304.29986,0.0,0.0,0.333,0.333,,,327792.3,262544.5,-1.0,-1.0,0.6691222036474794,0.6691222036474794,0.669,-1,LMST03020334_8-9_0_0_chain,B,,,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,(10E)-19-methylvitamin D3,(10E)-19-methylcholecalciferol,C/C=C1\CC[C@H](O)C\C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,398.354865,,,True
16049.0,1.0,LMST03020335,428.38739,428.388669,8.392,9.76,0.6796110182373971,224.596,224.221775,1.0,1237726.125,182066.1097,-1,-1,304.29986,304.29986,0.0,0.0,0.333,0.333,,,327792.3,262544.5,-1.0,-1.0,0.6691222036474794,0.6691222036474794,0.669,-1,LMST03020335_8-9_0_0_chain,B,,,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,"(5E,10E)-19-methylvitamin D3","(5E,10E)-19-methylcholecalciferol",C/C=C1\CC[C@H](O)C\C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,398.354865,,,True
18804.0,1.0,LMST03020405,472.3754,472.378497,6.937,6.94,1.0,224.5372,225.6475539,1.0,21447.4148,10152.4844,440.35229,-1,440.35229,440.35229,0.5,0.0,1.0,0.5,7355.506,,5177.203,3930.98,0.8,-1.0,1.0,0.8,0.867,-1,LMST03020405_0-1_0_0_chain,B,16021.19606666667,13525.43182712439,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,"1alpha,25-dihydroxy-11alpha-vinylvitamin D3","1alpha,25-dihydroxy-11alpha-vinylcholecalciferol",C=C[C@H]1C/C(=C\C=C2\C[C@@H](O)C[C@H](O)C2=C)[C@@H]2CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]2(C)C1,442.344695,,,True
18804.0,1.0,LMST03020405,472.3754,472.378497,6.937,7.78,0.9306608304032918,224.5372,226.5886094,0.914,21447.4148,10152.4844,440.35229,-1,440.35229,440.35229,0.5,0.0,1.0,0.5,7355.506,,5177.203,3930.98,0.7517321660806584,-1.0,0.9517321660806584,0.7517321660806584,0.818,-1,LMST03020405_14-15_0_0_chain,B,16021.19606666667,13525.43182712439,Secosteroids,ST03,Vitamin D3 and derivatives,ST0302,"1alpha,25-dihydroxy-11alpha-vinylvitamin D3","1alpha,25-dihydroxy-11alpha-vinylcholecalciferol",C=C[C@H]1C/C(=C\C=C2\C[C@@H](O)C[C@H](O)C2=C)[C@@H]2CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]2(C)C1,442.344695,,,True
20981.0,1.0,LMST01010001,416.38788,416.388669,10.343,10.32,0.93331111497539,215.7628,217.1,0.589,129425708.0,34557576.87,"385.346469,367.335909","385.346469,367.335909","385.346469,367.335909","385.346469,367.335909",0.562,0.438,0.357,0.692,24348590.0,21844860.0,34057520.0,37944430.0,0.7611555574876949,0.7611555574876949,0.7611555574876949,0.7611555574876949,0.761,1,LMST01010001_14-15_0_0_ring,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,Cholesterol,Cholesterol; Cholest-5-en-3-ol; (3beta)-Cholest-5-en-3-ol; Cholesteryl alcohol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.354865,C00187,HMDB0000067,False
20979.0,1.0,LMST01010089,416.38788,416.388669,10.078,10.02,0.8667484833712237,217.0133,219.4,0.275,384130.9883,142675.7786,-1,-1,367.335909,367.335909,0.0,0.0,0.333,0.333,,,82290.55,89889.81,0.0,0.0,0.5708742416856118,0.5708742416856118,0.571,1,LMST01010089_12-13_0_0_ring,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,Lathosterol,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.354865,C01189,HMDB0001170,False
40006.0,1.0,LMST01020005,654.62061,654.618321,21.1,21.8,0.1972477064220184,281.718,285.6,0.094,318828.6367,135664.9521,398.37811,"398.37811,367.33591","398.37811,367.33591","398.37811,367.33591",0.667,1.0,0.8,1.0,47890.63,39017.02,73306.88,76895.8,0.1456238532110091,0.1456238532110091,0.1456238532110091,0.1456238532110091,0.146,1,LMST01020005_23-24_0_0_ring,C,,,Sterols,ST01,Steryl esters,ST0102,16:0 Cholesterol ester,CE(16:0),CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,624.58453,C11251,HMDB0000885,False
41719.0,0.5,LMST01020008,678.61511,678.618321,20.423,21.22,0.0660000211979729,288.7552,291.4,0.395,4666808.5,1797925.512,"369.35156,310.27404",-1,"369.35156,594.52443,310.27404",-1,0.4,0.0,0.727,0.0,1083510.0,,1898027.0,,0.2305000105989865,0.0,0.2305000105989865,0.0,0.231,1,LMST01020008_5-6_0_0_chain,C,,,Sterols,ST01,Steryl esters,ST0102,18:2 Cholesterol ester,CE(18:2);  Cholesteryl linoleate,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,648.58453,C15441,HMDB00610,True
23610.0,1.0,LMST01040129,444.42123,444.419967,10.989,11.16,0.6123617383454489,224.4203,226.2,0.475,2633385.563,874395.8795,395.367207,"395.367207,413.377767","395.367207,413.377767","395.367207,413.377767",0.429,0.286,0.571,0.222,419964.3,381115.6,694780.9,784769.0,0.5436808691727244,0.5436808691727244,0.5436808691727244,0.5436808691727244,0.544,1,LMST01040129_13-14_0_0_ring,C,,,Sterols,ST01,Stigmasterols and C24-ethyl derivatives,ST0104,Sitosterol,"beta-Sitosterol; 22,23-Dihydrostigmasterol; b-Sitosterol",CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,414.386165,C01753,HMDB0000852,False
20722.0,1.0,LMST01010095,414.37228,414.37302,7.582,9.06,0.6302316962337757,218.811,217.4541627,1.0,563374.8594,61314.3526,365.32026,365.32026,365.32026,-1,0.2,0.25,0.2,0.0,77430.48,86668.7,80641.76,,0.6060463392467552,0.6260463392467552,0.6060463392467552,-1.0,0.613,-1,LMST01010095_14-15_0_0_ring,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,22-dehydrocholesterol,"cholesta-5,22-dien-3beta-ol",CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.339215,,,False
22293.0,1.0,LMST01010202,428.38736,428.388669,7.342,7.06,1.0,219.5384,221.8522029,0.85,580284.0156,20517.2346,386.34172,386.34172,386.34172,386.34172,0.667,0.75,0.667,0.385,105137.8,119206.3,106640.3,117637.8,0.8068000000000001,0.8400000000000001,0.8068000000000001,0.6940000000000001,0.787,-1,LMST01010202_1-3_0_0_chain,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,4alpha-methylzymosterol,"(3beta,4alpha,5alpha)-4-methylcholesta-8,24-dien-3-ol; 4alpha-Methylzymosterol",CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,398.354865,C05103,HMDB0001217,True
20731.0,1.0,LMST01010286,414.37228,414.37302,8.339,9.23,0.908732357295838,214.1026,214.5314322,1.0,161003.2109,46050.1735,365.32026,365.32026,365.32026,"365.32026,383.33082",0.2,0.25,0.333,0.333,28292.3,25163.12,38820.37,51572.46,0.6617464714591677,0.6817464714591677,0.7149464714591677,0.7149464714591677,0.693,-1,LMST01010286_14-15_0_0_ring,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,Cystosterol,,CC(C)CC1CC1(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.339215,,,False
23479.0,1.0,LMST01010304,442.40546,442.404318,8.606,8.58,1.0,226.4246,227.3668077,1.0,2806007.938,302159.6904,386.34172,386.34172,386.34172,"368.33116,386.34172",0.667,0.333,0.75,0.5,583118.4,653512.1,541277.4,619600.4,0.8668,0.7332000000000001,0.9,0.8,0.825,-1,LMST01010304_2-4_0_0_chain,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,"(24E)-24,26-dimethyldesmosterol",,CC/C(C)=C(\C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,412.370515,,,True
22471.0,1.0,LMST01010330,430.40384,430.404318,10.65,12.75,0.3310388867953551,219.8003,221.1968312,1.0,4905539.0,1685046.898,"381.351558,399.362118","381.351558,399.362118","381.351558,399.362118","381.351558,399.362118",0.429,0.625,0.2,0.444,818820.4,682502.5,1331880.0,1463223.0,0.637807777359071,0.716207777359071,-1.0,0.643807777359071,0.666,-1,LMST01010330_24-25_0_0_ring,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3CC[C@H]4C[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,400.370515,,,False
20722.0,1.0,LMST01010350,414.37228,414.37302,7.582,8.44,0.9251496907090688,218.811,218.1944338,1.0,563374.8594,61314.3526,365.32026,365.32026,365.32026,-1,0.2,0.25,0.2,0.0,77430.48,86668.7,80641.76,,0.6650299381418138,0.6850299381418138,0.6650299381418138,-1.0,0.672,-1,LMST01010350_14-15_0_0_ring,C,,,Sterols,ST01,Cholesterol and derivatives,ST0101,"5, 20(22)-cholestadienol","5, 20(22)-cholestadien-3beta-ol",C/C(=C\CCC(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,384.339215,,,False
41573.0,0.75,LMST01020009,676.60181,676.602672,19.727,21.17,0.6467335151309621,289.3337,289.9326232,1.0,73154.7812,41535.0799,-1,-2,369.35156,369.35156,0.0,0.0,0.5,1.0,,,42898.54,39360.63,-1.0,-1.0,0.7293467030261924,0.9293467030261924,0.829,-1,LMST01020009_5-6_0_0_chain,C,65649.67703333333,51649.515396089286,Sterols,ST01,Steryl esters,ST0102,18:3 Cholesterol ester,CE(18:3),CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,646.56888,,HMDB10370,True
41573.0,0.75,LMST01020009,676.60181,676.602672,19.727,21.18,0.6435631467782763,289.3337,287.8412265,1.0,73154.7812,41535.0799,-1,-2,369.35156,369.35156,0.0,0.0,0.5,1.0,,,42898.54,39360.63,-1.0,-1.0,0.7287126293556553,0.9287126293556554,0.829,-1,LMST01020009_8-9_0_0_chain,C,65649.67703333333,51649.515396089286,Sterols,ST01,Steryl esters,ST0102,18:3 Cholesterol ester,CE(18:3),CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,646.56888,,HMDB10370,True
43455.0,1.0,LMST01020014,702.61725,702.618321,20.368,21.91,0.5973359206349205,293.044,297.8690999,0.583,2065317.75,1415686.267,369.35156,"369.35156,334.27404","369.35156,334.27404","369.35156,334.27404",1.0,0.5,0.857,1.0,328355.6,264074.0,630159.1,551242.3,0.7526671841269841,-1.0,0.695467184126984,0.7526671841269841,0.734,-1,LMST01020014_14-15_0_0_chain,C,2627417.5085,1954230.365593583,Sterols,ST01,Steryl esters,ST0102,20:4 Cholesterol ester,CE(20:4),CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,672.58453,,HMDB06726,True
43455.0,1.0,LMST01020014,702.61725,702.618321,20.368,21.87,0.6178379206349198,293.044,297.1982318,0.686,2065317.75,1415686.267,369.35156,"369.35156,334.27404","369.35156,334.27404","369.35156,618.52443,334.27404",1.0,0.5,0.857,1.0,328355.6,264074.0,630159.1,551242.3,0.797967584126984,-1.0,0.7407675841269841,0.797967584126984,0.779,-1,LMST01020014_5-6_0_0_chain,C,2627417.5085,1954230.365593583,Sterols,ST01,Steryl esters,ST0102,20:4 Cholesterol ester,CE(20:4),CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,672.58453,,HMDB06726,True
43455.0,1.0,LMST01020014,702.61725,702.618321,20.368,21.88,0.6156677857142844,293.044,297.1548339,0.693,2065317.75,1415686.267,369.35156,"369.35156,334.27404","369.35156,334.27404","369.35156,334.27404",1.0,0.5,0.857,1.0,328355.6,264074.0,630159.1,551242.3,0.8003335571428569,0.600333557142857,0.7431335571428569,0.8003335571428569,0.736,-1,LMST01020014_8-9_0_0_chain,C,2627417.5085,1954230.365593583,Sterols,ST01,Steryl esters,ST0102,20:4 Cholesterol ester,CE(20:4),CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,672.58453,,HMDB06726,True
45128.0,0.75,LMST01020019,726.61786,726.618321,21.864,22.68,0.9437113253968258,296.2135,297.7779532,1.0,163428.7129,135156.6173,369.35156,-1,"369.35156,564.47748",369.35156,1.0,0.0,0.75,0.5,50390.25,,88650.95,75998.81,0.9887422650793652,-1.0,0.8887422650793653,0.7887422650793652,0.889,-1,LMST01020019_11-12_0_0_chain,C,256812.6701,160538.5206262788,Sterols,ST01,Steryl esters,ST0102,22:6 Cholesterol ester,CE(22:6),CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,696.58453,,HMDB06733,True
45128.0,0.75,LMST01020019,726.61786,726.618321,21.864,22.68,0.94505215873016,296.2135,298.2024603,1.0,163428.7129,135156.6173,369.35156,-1,369.35156,369.35156,1.0,0.0,0.5,0.5,50390.25,,88650.95,75998.81,0.989010431746032,-1.0,0.789010431746032,0.789010431746032,0.856,-1,LMST01020019_14-15_0_0_chain,C,256812.6701,160538.5206262788,Sterols,ST01,Steryl esters,ST0102,22:6 Cholesterol ester,CE(22:6),CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,696.58453,,HMDB06733,True
45128.0,0.75,LMST01020019,726.61786,726.618321,21.864,22.67,0.9510878571428576,296.2135,297.1702552,1.0,163428.7129,135156.6173,369.35156,-1,369.35156,"369.35156,604.50878",1.0,0.0,0.5,1.0,50390.25,,88650.95,75998.81,0.9902175714285716,-1.0,0.7902175714285715,0.9902175714285716,0.924,-1,LMST01020019_8-9_0_0_chain,C,256812.6701,160538.5206262788,Sterols,ST01,Steryl esters,ST0102,22:6 Cholesterol ester,CE(22:6),CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,696.58453,,HMDB06733,True
22293.0,1.0,LMST01030109,428.38736,428.388669,7.342,7.85,1.0,219.5384,223.0503844,0.604,580284.0156,20517.2346,358.31042,358.31042,358.31042,358.31042,0.667,0.75,0.889,0.538,105137.8,119206.3,106640.3,117637.8,0.7084,0.7416,0.7972000000000001,0.6568,0.726,-1,LMST01030109_1-2_0_0_chain,C,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,C/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,398.354865,,,True
22295.0,1.0,LMST01030110,428.38736,428.388669,8.446,7.0,0.6431178319751681,222.9114,225.755023,0.75,1307590.031,131451.103,"368.33116,386.34172",386.34172,386.34172,386.34172,0.5,0.429,0.4,0.5,259555.9,256061.4,299869.5,317077.6,0.6286235663950337,0.6002235663950337,-1.0,0.6286235663950337,0.619,-1,LMST01030110_1-3_0_0_chain,C,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,398.354865,,,True
22293.0,1.0,LMST01030137,428.38736,428.388669,7.342,8.99,0.5472915600305054,219.5384,220.9396197,1.0,580284.0156,20517.2346,358.31042,358.31042,358.31042,358.31042,0.667,0.75,0.889,0.538,105137.8,119206.3,106640.3,117637.8,0.7762583120061011,0.8094583120061012,0.8650583120061011,0.7246583120061012,0.794,-1,LMST01030137_4-5_0_0_chain,C,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,CCC(C)/C=C/C(C)[C@H]1CCC2=C3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,398.354865,,,True
